,label,text
14293,0,house gop is determined to make it harder for poor kids to get free school lunches
16088,0,"rover runs into trouble, turns back"
2337,1,"mitt romney, paul ryan to awkwardly hug, high five for next three months"
7832,1,pussy-hat-wearing jeff flake spotted protesting outside senate ahead of voting yes for kavanaugh
24781,0,8 thrilling books to fill the 'gone girl' void
10415,1,"Sounds like a lot of ***Bull*** to me. bah du bup. BTW, Sammy the Bull spelled his name Gravano, not Grevano. emoticonXRolleyes"
371,1,new job posting on craigslist clearly for secretary of the interior
2032,0,an optical illusion makes lake sørvágsvatn look absolutely trippy
22290,0,harvey's 'unprecedented' rainfall and flooding are 'only getting worse'
22948,1,health experts urge parents to dramatically reduce childrens' on-screen time
20844,0,miley cyrus and liam hemsworth had a very instagrammed christmas
20969,1,"'art imitates life imitates art,' remarks man trapped in art museum"
15397,0,will flooding in texas lead to more mosquito-borne illness?
8307,0,jonathan rhys meyers apologizes after troubling photos emerge
24533,1,riverboat horseracing fails utterly
3622,0,"Same thing happened in Rwanda. First they put the names of all Tutsis on lists. Then, the Hutu came around with machettes and took them off of the lists....permanently. emoticon_wow"
11341,0,trump and clinton characters to appear on 'american horror story'
9372,1,town nervously welcomes veteran back home
11763,1,"No, no, no. If humans were created 4,000 years ago, then the earth was created 4,000 years and a few days ago. At least try and get it right."
26656,0,trump supporters harass immigration protesters in iowa
8521,0,"meanwhile, in the real world"
18528,1,study finds suspicious circumstances still leading cause of death in russia
16938,0,"Each side tries to support their own worldview. There are two positions, and sides are chosen. It's human nature."
120,1,new mcdonald's sandwich offers free wi-fi
17557,1,bill o'reilly tearfully packs up framed up-skirt photos from desk
20928,1,"department of interior sets aside 50,000 acres of federal land for anonymous sexual encounters"
18536,0,pope francis speaks to bishops on gay marriage and families in philadelphia
4102,0,bernie sanders praises john mccain: he's 'a no bullsh*t guy'
11646,0,let's talk about solar power and equity
6640,1,homeless child apparently unaware he lives in nanny state
21648,0,clinton campaign launches 'latinos for hillary'
1626,0,"100 million more people will be in poverty by 2030 without action on climate, world bank says"
16544,0,bill maher says fox news is reason america is so polarized
212,0,worldwide executions surge to highest levels in 25 years: report
7014,0,the many benefits of lucid dreaming
24582,0,mark hamill reveals luke skywalker might be gay in 'star wars'
20804,1,"parents of obama volunteer couldn't be more proud, sick of son"
3303,0,5 mistakes to avoid during your wedding night
6321,0,"Yeah, back in the Late 60, because The Black Panther Party was publicly armed, and had publicly advocated Offing the Pigs, our law makers granted the police the law that said it was illegal for anyone to transport any firearm within Ohio. They did it with the understanding that they would not abuse the privilege that was granted for their protection. Well, 40 years went by, and new officers seeing this law on the books started enforcing it. After all, why not, It is the law, and their is no excuse for the law! Period!   Well, Ohioans for Concealed Carry and a bunch of others, decided enough was enough, and contacted Ohio law makers who took it off the books because it wasn't being used, as agreed upon!"
23327,1,"Which you would do by having teachers teach kids that being gay is alright. You would teach those kids, against their parents wishes, that being gay is alright. You would do that after you make it legal WITHOUT A POPULAR VOTE. Seems that you really don't give a rat's XXX about this poor dead kid at all. You just see his corpse and throw him on top of your gay marriage banner. How noble of you. 
"
11538,0,"students march for their lives as trump chills at golf course, largely ignores them"
20544,1,"bob barr on two-party system: ""waaah! waaah!"""
26468,0,"Lots of things would stop people from having more than two kids. Having easy access to contraception and reliable sex education would be a couple.   Education and career opportunities for women would be another thing that would limit the number of children.   Education about, as well as concern for the effects of overpopulation on the world would also limit population.   Actually, a major factor is pure and simple access to decent and comprehensive health care. Most people used to choose to have large families because so many children died in infancy. If they are assured that their children will live to adulthood, people won't feel the need to have large families to ensure that at least some of them will survive.   Also, religions that demean women and forbid contraception should be restrained from determining public policy."
22367,1,"Well, that's at least one helluva way to say good bye."
27441,0,emma thompson thinks there are many more harvey weinsteins in hollywood
9037,1,god confirms whitey bulger sent to hell for snitching
24777,0,"man apparently opens beer with butt, inspires bartenders everywhere"
22487,0,chris christie suggests hillary clinton was to blame for boko haram's kidnapping of hundreds of schoolgirls
22743,1,kim jong-un's wife on nuclear threats: 'this isn't the man i was forced to marry'
7050,1,"Actually, I think people are starting to ignore the drivel more and more...
But if you insist...
"
18342,0,this mom breastfed in the snow 'like a boss'
3057,0,nurse barred from jail after allegedly performing exorcism on inmate
9462,0,medical examiner releases amonderez green autopsy
